id,word,translation_vi,topic,certificate,emoji,emoji_name,emoji_evaluation,image_url
"fl-wk-004","artist","họa sĩ","work","flyers","🎨","art","✅",""
"fl-wk-005","astronaut","phi hành gia","work","flyers","🧑‍🚀","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-wk-006","business","kinh doanh / doanh nghiệp","work","flyers","💼","briefcase","⚠️ Cần xem lại (Tên emoji: briefcase)",""
"fl-wk-007","businessman","nam doanh nhân","work","flyers","👨‍💼","man_office_worker","⚠️ Cần xem lại (Tên emoji: man office worker)",""
"fl-wk-008","businesswoman","nữ doanh nhân","work","flyers","👩‍💼","woman_office_worker","⚠️ Cần xem lại (Tên emoji: woman office worker)",""
"fl-wk-009","designer","nhà thiết kế","work","flyers","🎨","art","⚠️ Cần xem lại (Tên emoji: art)",""
"fl-wk-010","engineer","kỹ sư","work","flyers","👷","construction_worker_man","⚠️ Cần xem lại (Tên emoji: construction worker man)",""
"fl-wk-011","factory","nhà máy","work","flyers","🏭","factory","✅",""
"fl-wk-012","fire engine","xe cứu hỏa","work","flyers","🚒","fire_engine","✅",""
"fl-wk-013","fire fighter","lính cứu hỏa","work","flyers","🧑‍🚒","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-wk-014","job","công việc","work","flyers","💼","briefcase","⚠️ Cần xem lại (Tên emoji: briefcase)",""
"fl-wk-015","journalist","nhà báo","work","flyers","📰","newspaper","⚠️ Cần xem lại (Tên emoji: newspaper)",""
"fl-wk-016","manager","người quản lý","work","flyers","👔","necktie","⚠️ Cần xem lại (Tên emoji: necktie)",""
"fl-wk-017","mechanic","thợ máy","work","flyers","🔧","wrench","⚠️ Cần xem lại (Tên emoji: wrench)",""
"fl-wk-018","meeting","cuộc họp","work","flyers","🤝","handshake","⚠️ Cần xem lại (Tên emoji: handshake)",""
"fl-wk-019","news","tin tức","work","flyers","📰","newspaper","✅",""
"fl-wk-020","newspaper","tờ báo","work","flyers","📰","newspaper","✅",""
"fl-wk-021","office","văn phòng","work","flyers","🏢","office","✅",""
"fl-wk-022","photographer","nhiếp ảnh gia","work","flyers","📷","camera","⚠️ Cần xem lại (Tên emoji: camera)",""
"fl-wk-023","pilot","phi công","work","flyers","👨‍✈️","man_pilot","✅",""
"fl-wk-024","police officer","sĩ quan cảnh sát","work","flyers","👮","policeman","✅",""
"fl-wk-025","police station","đồn cảnh sát","work","flyers","🚔","oncoming_police_car","✅",""
"fl-wk-026","queen","nữ hoàng","work","flyers","👑","crown","⚠️ Cần xem lại (Tên emoji: crown)",""
"fl-wk-027","rocket","tên lửa","work","flyers","🚀","rocket","✅",""
"fl-wk-028","singer","ca sĩ","work","flyers","🎤","microphone","⚠️ Cần xem lại (Tên emoji: microphone)",""
"fl-wk-029","taxi","xe taxi","work","flyers","🚕","taxi","✅",""
"fl-wk-030","waiter","người phục vụ (nam)","work","flyers","🍽️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-wa-001","beach","bãi biển","world","starters","🏖️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-wa-002","sand","cát","world","starters","🏜️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-wa-003","sea","biển","world","starters","🌊","ocean","⚠️ Cần xem lại (Tên emoji: ocean)",""
"st-wa-004","shell","vỏ sò","world","starters","🐚","shell","✅",""
"st-wa-005","street","con đường / phố","world","starters","🛣️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-wa-006","sun","mặt trời","world","starters","☀️","sunny","✅",""
"st-wa-007","tree","cái cây","world","starters","🌳","deciduous_tree","✅",""
"st-wa-008","water","nước","world","starters","💧","droplet","⚠️ Cần xem lại (Tên emoji: droplet)",""
"mv-wa-001","building","tòa nhà","world","movers","🏢","office","⚠️ Cần xem lại (Tên emoji: office)",""
"mv-wa-002","city","thành phố","world","movers","🏙️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-wa-003","country","quốc gia / vùng nông thôn","world","movers","🌍","earth_africa","⚠️ Cần xem lại (Tên emoji: earth africa)",""
"mv-wa-004","countryside","vùng nông thôn","world","movers","🌾","ear_of_rice","⚠️ Cần xem lại (Tên emoji: ear of rice)",""
"mv-wa-005","field","cánh đồng","world","movers","🌾","ear_of_rice","⚠️ Cần xem lại (Tên emoji: ear of rice)",""
"mv-wa-006","forest","khu rừng","world","movers","🌲","evergreen_tree","⚠️ Cần xem lại (Tên emoji: evergreen tree)",""
"mv-wa-007","grass","cỏ","world","movers","🌿","herb","⚠️ Cần xem lại (Tên emoji: herb)",""
"mv-wa-008","ground","mặt đất","world","movers","🟫","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-wa-009","island","hòn đảo","world","movers","🏝️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-wa-010","lake","cái hồ","world","movers","🏞️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-wa-011","leaf","chiếc lá","world","movers","🍃","leaves","✅",""
"mv-wa-012","moon","mặt trăng","world","movers","🌙","crescent_moon","✅",""
"mv-wa-013","mountain","ngọn núi","world","movers","⛰️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-wa-014","plant","cây cối / thực vật","world","movers","🌱","seedling","⚠️ Cần xem lại (Tên emoji: seedling)",""
"mv-wa-015","river","dòng sông","world","movers","🏞️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-wa-016","road","con đường","world","movers","🛣️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-wa-017","rock","hòn đá / tảng đá","world","movers","🪨","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-wa-018","sky","bầu trời","world","movers","🌤️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-wa-019","star","ngôi sao","world","movers","⭐","star","✅",""
"mv-wa-020","town","thị trấn","world","movers","🏘️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-wa-021","village","ngôi làng","world","movers","🏡","house_with_garden","⚠️ Cần xem lại (Tên emoji: house with garden)",""
"mv-wa-022","waterfall","thác nước","world","movers","💧","droplet","⚠️ Cần xem lại (Tên emoji: droplet)",""
"mv-wa-023","wave","con sóng","world","movers","🌊","ocean","⚠️ Cần xem lại (Tên emoji: ocean)",""
"mv-wa-024","world","thế giới","world","movers","🌍","earth_africa","⚠️ Cần xem lại (Tên emoji: earth africa)",""
"fl-wa-001","air","không khí","world","flyers","💨","dash","⚠️ Cần xem lại (Tên emoji: dash)",""
"fl-wa-002","bridge","cây cầu","world","flyers","🌉","bridge_at_night","✅",""
"fl-wa-003","castle","lâu đài","world","flyers","🏰","european_castle","✅",""
"fl-wa-004","cave","hang động","world","flyers","🦇","bat","⚠️ Cần xem lại (Tên emoji: bat)",""
"fl-wa-005","desert","sa mạc","world","flyers","🏜️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-wa-006","Earth","Trái Đất","world","flyers","🌍","earth_africa","✅",""
"fl-wa-007","entrance","lối vào","world","flyers","🚪","door","⚠️ Cần xem lại (Tên emoji: door)",""
"fl-wa-008","environment","môi trường","world","flyers","🌿","herb","⚠️ Cần xem lại (Tên emoji: herb)",""
"fl-wa-009","exit","lối ra","world","flyers","🚪","door","⚠️ Cần xem lại (Tên emoji: door)",""
"fl-wa-010","fire","ngọn lửa","world","flyers","🔥","fire","✅",""
"fl-wa-011","future","tương lai","world","flyers","🔮","crystal_ball","⚠️ Cần xem lại (Tên emoji: crystal ball)",""
"fl-wa-012","hill","ngọn đồi","world","flyers","⛰️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-wa-013","land","đất liền","world","flyers","🌾","ear_of_rice","⚠️ Cần xem lại (Tên emoji: ear of rice)",""
"fl-wa-014","ocean","đại dương","world","flyers","🌊","ocean","✅",""
"fl-wa-015","planet","hành tinh","world","flyers","🪐","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-wa-016","pond","cái ao","world","flyers","🐸","frog","⚠️ Cần xem lại (Tên emoji: frog)",""
"fl-wa-017","space","không gian / vũ trụ","world","flyers","🚀","rocket","⚠️ Cần xem lại (Tên emoji: rocket)",""
"fl-wa-018","stone","đá / tảng đá","world","flyers","🪨","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-wa-019","stream","dòng suối","world","flyers","🏞️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-wa-020","view","tầm nhìn / quang cảnh","world","flyers","🏔️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-wa-021","wood","gỗ / khu rừng","world","flyers","🌲","evergreen_tree","⚠️ Cần xem lại (Tên emoji: evergreen tree)",""
